event_id,user_id,event_time,session_id,page_views
368,10368,2024-01-01 06:08:00,90368,18
369,10369,2024-01-01 06:09:00,90369,9
370,10370,2024-01-01 06:10:00,90370,6
371,10371,2024-01-01 06:11:00,90371,12
372,10372,2024-01-01 06:12:00,90372,3
373,10373,2024-01-01 06:13:00,90373,4
374,10374,2024-01-01 06:14:00,90374,3
375,10375,2024-01-01 06:15:00,90375,19
376,10376,2024-01-01 06:16:00,90376,2
377,10377,2024-01-01 06:17:00,90377,7
378,10378,2024-01-01 06:18:00,90378,12
379,10379,2024-01-01 06:19:00,90379,20
380,10380,2024-01-01 06:20:00,90380,10
381,10381,2024-01-01 06:21:00,90381,1
382,10382,2024-01-01 06:22:00,90382,19
383,10383,2024-01-01 06:23:00,90383,10
384,10384,2024-01-01 06:24:00,90384,6
385,10385,2024-01-01 06:25:00,90385,19
386,10386,2024-01-01 06:26:00,90386,10
387,10387,2024-01-01 06:27:00,90387,3
388,10388,2024-01-01 06:28:00,90388,6
389,10389,2024-01-01 06:29:00,90389,11
390,10390,2024-01-01 06:30:00,90390,19
391,10391,2024-01-01 06:31:00,90391,15
392,10392,2024-01-01 06:32:00,90392,20
393,10393,2024-01-01 06:33:00,90393,20
394,10394,2024-01-01 06:34:00,90394,19
395,10395,2024-01-01 06:35:00,90395,2
396,10396,2024-01-01 06:36:00,90396,8
397,10397,2024-01-01 06:37:00,90397,5
398,10398,2024-01-01 06:38:00,90398,8
399,10399,2024-01-01 06:39:00,90399,18
400,10400,2024-01-01 06:40:00,90400,18
401,10401,2024-01-01 06:41:00,90401,15
402,10402,2024-01-01 06:42:00,90402,14
403,10403,2024-01-01 06:43:00,90403,15
404,10404,2024-01-01 06:44:00,90404,13
405,10405,2024-01-01 06:45:00,90405,14
406,10406,2024-01-01 06:46:00,90406,2
407,10407,2024-01-01 06:47:00,90407,13
408,10408,2024-01-01 06:48:00,90408,6
409,10409,2024-01-01 06:49:00,90409,17
410,10410,2024-01-01 06:50:00,90410,19
411,10411,2024-01-01 06:51:00,90411,11
412,10412,2024-01-01 06:52:00,90412,3
413,10413,2024-01-01 06:53:00,90413,7
414,10414,2024-01-01 06:54:00,90414,10
415,10415,2024-01-01 06:55:00,90415,1
416,10416,2024-01-01 06:56:00,90416,7
417,10417,2024-01-01 06:57:00,90417,19
418,10418,2024-01-01 06:58:00,90418,20
419,10419,2024-01-01 06:59:00,90419,16
420,10420,2024-01-01 07:00:00,90420,18
421,10421,2024-01-01 07:01:00,90421,7
422,10422,2024-01-01 07:02:00,90422,18
423,10423,2024-01-01 07:03:00,90423,15
424,10424,2024-01-01 07:04:00,90424,10
425,10425,2024-01-01 07:05:00,90425,10
426,10426,2024-01-01 07:06:00,90426,7
427,10427,2024-01-01 07:07:00,90427,1
428,10428,2024-01-01 07:08:00,90428,17
429,10429,2024-01-01 07:09:00,90429,4
430,10430,2024-01-01 07:10:00,90430,17
431,10431,2024-01-01 07:11:00,90431,7
432,10432,2024-01-01 07:12:00,90432,14
433,10433,2024-01-01 07:13:00,90433,8
434,10434,2024-01-01 07:14:00,90434,6
435,10435,2024-01-01 07:15:00,90435,19
436,10436,2024-01-01 07:16:00,90436,7
437,10437,2024-01-01 07:17:00,90437,20
438,10438,2024-01-01 07:18:00,90438,15
439,10439,2024-01-01 07:19:00,90439,1
440,10440,2024-01-01 07:20:00,90440,6
441,10441,2024-01-01 07:21:00,90441,13
442,10442,2024-01-01 07:22:00,90442,13
443,10443,2024-01-01 07:23:00,90443,8
444,10444,2024-01-01 07:24:00,90444,17
445,10445,2024-01-01 07:25:00,90445,6
446,10446,2024-01-01 07:26:00,90446,1
447,10447,2024-01-01 07:27:00,90447,16
448,10448,2024-01-01 07:28:00,90448,4
449,10449,2024-01-01 07:29:00,90449,12
450,10450,2024-01-01 07:30:00,90450,10
451,10451,2024-01-01 07:31:00,90451,18
452,10452,2024-01-01 07:32:00,90452,3
453,10453,2024-01-01 07:33:00,90453,18
454,10454,2024-01-01 07:34:00,90454,11
455,10455,2024-01-01 07:35:00,90455,4
456,10456,2024-01-01 07:36:00,90456,8
457,10457,2024-01-01 07:37:00,90457,8
458,10458,2024-01-01 07:38:00,90458,4
459,10459,2024-01-01 07:39:00,90459,3
460,10460,2024-01-01 07:40:00,90460,16
461,10461,2024-01-01 07:41:00,90461,17
462,10462,2024-01-01 07:42:00,90462,14
463,10463,2024-01-01 07:43:00,90463,2
464,10464,2024-01-01 07:44:00,90464,11
465,10465,2024-01-01 07:45:00,90465,15
466,10466,2024-01-01 07:46:00,90466,15
467,10467,2024-01-01 07:47:00,90467,13
468,10468,2024-01-01 07:48:00,90468,15
469,10469,2024-01-01 07:49:00,90469,16
470,10470,2024-01-01 07:50:00,90470,3
471,10471,2024-01-01 07:51:00,90471,19
472,10472,2024-01-01 07:52:00,90472,5
473,10473,2024-01-01 07:53:00,90473,18
474,10474,2024-01-01 07:54:00,90474,18
475,10475,2024-01-01 07:55:00,90475,20
476,10476,2024-01-01 07:56:00,90476,5
477,10477,2024-01-01 07:57:00,90477,2
478,10478,2024-01-01 07:58:00,90478,8
479,10479,2024-01-01 07:59:00,90479,2
480,10480,2024-01-01 08:00:00,90480,5
481,10481,2024-01-01 08:01:00,90481,17
482,10482,2024-01-01 08:02:00,90482,15
483,10483,2024-01-01 08:03:00,90483,11
484,10484,2024-01-01 08:04:00,90484,15
485,10485,2024-01-01 08:05:00,90485,9
486,10486,2024-01-01 08:06:00,90486,2
487,10487,2024-01-01 08:07:00,90487,12
488,10488,2024-01-01 08:08:00,90488,17
489,10489,2024-01-01 08:09:00,90489,20
490,10490,2024-01-01 08:10:00,90490,6
491,10491,2024-01-01 08:11:00,90491,8
492,10492,2024-01-01 08:12:00,90492,1
493,10493,2024-01-01 08:13:00,90493,7
494,10494,2024-01-01 08:14:00,90494,14
495,10495,2024-01-01 08:15:00,90495,1
496,10496,2024-01-01 08:16:00,90496,13
497,10497,2024-01-01 08:17:00,90497,15
498,10498,2024-01-01 08:18:00,90498,16
499,10499,2024-01-01 08:19:00,90499,17
500,10500,2024-01-01 08:20:00,90500,16
501,10501,2024-01-01 08:21:00,90501,4
502,10502,2024-01-01 08:22:00,90502,20
503,10503,2024-01-01 08:23:00,90503,6
504,10504,2024-01-01 08:24:00,90504,9
505,10505,2024-01-01 08:25:00,90505,20
506,10506,2024-01-01 08:26:00,90506,16
507,10507,2024-01-01 08:27:00,90507,6
508,10508,2024-01-01 08:28:00,90508,13
509,10509,2024-01-01 08:29:00,90509,11
510,10510,2024-01-01 08:30:00,90510,11
511,10511,2024-01-01 08:31:00,90511,15
512,10512,2024-01-01 08:32:00,90512,3
513,10513,2024-01-01 08:33:00,90513,7
514,10514,2024-01-01 08:34:00,90514,13
515,10515,2024-01-01 08:35:00,90515,10
516,10516,2024-01-01 08:36:00,90516,19
517,10517,2024-01-01 08:37:00,90517,14
518,10518,2024-01-01 08:38:00,90518,16
519,10519,2024-01-01 08:39:00,90519,9
520,10520,2024-01-01 08:40:00,90520,12
521,10521,2024-01-01 08:41:00,90521,4
522,10522,2024-01-01 08:42:00,90522,10
523,10523,2024-01-01 08:43:00,90523,11
524,10524,2024-01-01 08:44:00,90524,8
525,10525,2024-01-01 08:45:00,90525,15
526,10526,2024-01-01 08:46:00,90526,12
527,10527,2024-01-01 08:47:00,90527,6
528,10528,2024-01-01 08:48:00,90528,12
529,10529,2024-01-01 08:49:00,90529,15
530,10530,2024-01-01 08:50:00,90530,10
531,10531,2024-01-01 08:51:00,90531,10
532,10532,2024-01-01 08:52:00,90532,17
533,10533,2024-01-01 08:53:00,90533,18
534,10534,2024-01-01 08:54:00,90534,5
535,10535,2024-01-01 08:55:00,90535,11
536,10536,2024-01-01 08:56:00,90536,5
537,10537,2024-01-01 08:57:00,90537,14
538,10538,2024-01-01 08:58:00,90538,20
539,10539,2024-01-01 08:59:00,90539,19
540,10540,2024-01-01 09:00:00,90540,2
541,10541,2024-01-01 09:01:00,90541,4
542,10542,2024-01-01 09:02:00,90542,17
543,10543,2024-01-01 09:03:00,90543,12
544,10544,2024-01-01 09:04:00,90544,4
545,10545,2024-01-01 09:05:00,90545,4
546,10546,2024-01-01 09:06:00,90546,4
547,10547,2024-01-01 09:07:00,90547,11
548,10548,2024-01-01 09:08:00,90548,14
549,10549,2024-01-01 09:09:00,90549,16
550,10550,2024-01-01 09:10:00,90550,8
551,10551,2024-01-01 09:11:00,90551,8
552,10552,2024-01-01 09:12:00,90552,18
553,10553,2024-01-01 09:13:00,90553,12
554,10554,2024-01-01 09:14:00,90554,3
555,10555,2024-01-01 09:15:00,90555,11
556,10556,2024-01-01 09:16:00,90556,15
557,10557,2024-01-01 09:17:00,90557,14
558,10558,2024-01-01 09:18:00,90558,10
559,10559,2024-01-01 09:19:00,90559,14
560,10560,2024-01-01 09:20:00,90560,16
561,10561,2024-01-01 09:21:00,90561,2
562,10562,2024-01-01 09:22:00,90562,12
563,10563,2024-01-01 09:23:00,90563,2
564,10564,2024-01-01 09:24:00,90564,14
565,10565,2024-01-01 09:25:00,90565,18
566,10566,2024-01-01 09:26:00,90566,1
567,10567,2024-01-01 09:27:00,90567,20
568,10568,2024-01-01 09:28:00,90568,18
569,10569,2024-01-01 09:29:00,90569,7
570,10570,2024-01-01 09:30:00,90570,17
571,10571,2024-01-01 09:31:00,90571,7
572,10572,2024-01-01 09:32:00,90572,3
573,10573,2024-01-01 09:33:00,90573,19
574,10574,2024-01-01 09:34:00,90574,8
575,10575,2024-01-01 09:35:00,90575,9
576,10576,2024-01-01 09:36:00,90576,14
577,10577,2024-01-01 09:37:00,90577,11
578,10578,2024-01-01 09:38:00,90578,2
579,10579,2024-01-01 09:39:00,90579,6
580,10580,2024-01-01 09:40:00,90580,16
581,10581,2024-01-01 09:41:00,90581,11
582,10582,2024-01-01 09:42:00,90582,17
583,10583,2024-01-01 09:43:00,90583,14
584,10584,2024-01-01 09:44:00,90584,2
585,10585,2024-01-01 09:45:00,90585,8
586,10586,2024-01-01 09:46:00,90586,10
587,10587,2024-01-01 09:47:00,90587,12
588,10588,2024-01-01 09:48:00,90588,13
589,10589,2024-01-01 09:49:00,90589,7
590,10590,2024-01-01 09:50:00,90590,8
591,10591,2024-01-01 09:51:00,90591,7
592,10592,2024-01-01 09:52:00,90592,18
593,10593,2024-01-01 09:53:00,90593,19
594,10594,2024-01-01 09:54:00,90594,5
595,10595,2024-01-01 09:55:00,90595,8
596,10596,2024-01-01 09:56:00,90596,10
597,10597,2024-01-01 09:57:00,90597,20
598,10598,2024-01-01 09:58:00,90598,12
599,10599,2024-01-01 09:59:00,90599,5
600,10600,2024-01-01 10:00:00,90600,9
601,10601,2024-01-01 10:01:00,90601,11
602,10602,2024-01-01 10:02:00,90602,15
603,10603,2024-01-01 10:03:00,90603,2
604,10604,2024-01-01 10:04:00,90604,11
605,10605,2024-01-01 10:05:00,90605,3
606,10606,2024-01-01 10:06:00,90606,11
