txn_id,status,is_fraud,channel,amount
428,pending,0,in_store,21.59
429,completed,0,online,36.21
430,failed,1,online,37.77
431,completed,0,online,268.66
432,failed,0,in_store,191.95
433,pending,0,online,233.59
434,pending,0,online,252.06
435,completed,1,in_store,259.67
436,completed,0,online,240.49
437,failed,0,in_store,216.31
438,completed,0,online,260.8
439,completed,0,online,197.14
440,completed,0,online,240.53
441,completed,0,online,52.87
442,completed,0,in_store,16.23
443,pending,0,in_store,230.21
444,completed,0,online,122.53
445,completed,0,online,206.26
446,completed,0,in_store,208.58
447,completed,0,in_store,225.83
448,completed,0,online,99.95
449,completed,0,online,247.92
450,completed,0,online,278.68
451,completed,0,online,293.87
452,pending,0,online,231.22
453,completed,0,online,255.32
454,failed,0,online,187.9
455,pending,0,online,90.12
456,pending,0,online,70.02
457,completed,1,in_store,130.4
458,completed,0,online,98.34
459,completed,0,online,113.65
460,pending,0,in_store,112.59
461,pending,0,online,210.99
462,completed,0,online,201.99
463,completed,0,online,96.41
464,completed,0,online,10.04
465,failed,0,online,274.06
466,failed,0,online,149.72
467,pending,0,online,257.38
468,pending,0,online,167.78
469,failed,0,online,45.36
470,completed,0,online,102.21
471,completed,0,in_store,114.77
472,pending,0,online,105.7
473,completed,0,in_store,18.46
474,pending,0,online,52.43
475,completed,0,online,92.21
476,failed,0,in_store,253.56
477,completed,0,online,233.08
478,completed,0,online,24.07
479,completed,0,online,23.04
480,completed,0,online,118.36
481,pending,0,online,161.81
482,completed,0,online,201.05
483,completed,0,online,98.82
484,pending,0,online,234.01
485,completed,0,online,252.96
486,completed,0,in_store,140.41
487,completed,0,online,170.97
488,failed,0,in_store,121.36
489,completed,0,online,59.85
490,completed,0,online,137.36
491,completed,0,online,136.37
492,failed,0,online,47.43
493,failed,0,online,283.21
494,pending,0,online,145.39
495,completed,0,in_store,41.99
496,completed,0,in_store,153.67
497,completed,0,online,269.3
498,completed,0,online,275.96
499,completed,0,in_store,205.43
500,failed,0,online,235.15
501,completed,0,online,107.32
502,pending,1,in_store,232.74
503,pending,0,online,223.95
504,completed,0,in_store,256.86
505,completed,0,in_store,7.61
506,pending,0,in_store,99.89
507,failed,0,online,152.56
508,pending,0,in_store,105.01
509,completed,0,online,178.08
510,completed,0,online,81.6
511,pending,0,online,258.79
512,completed,0,online,219.95
513,failed,0,online,56.76
514,pending,0,online,36.39
515,completed,0,online,197.12
516,pending,0,online,290.77
517,completed,0,online,234.93
518,pending,0,online,38.64
519,pending,0,online,175.25
520,completed,0,online,282.3
521,pending,0,online,66.16
522,completed,0,online,13.73
523,completed,0,in_store,239.44
524,completed,1,online,205.19
525,completed,0,online,129.58
526,completed,1,online,142.04
527,completed,0,online,242.84
528,completed,0,online,266.69
529,completed,1,in_store,8.18
530,pending,1,online,66.56
531,completed,0,online,79.87
532,pending,0,online,256.58
533,completed,0,online,171.14
534,completed,0,online,275.18
535,completed,1,in_store,14.59
536,completed,0,online,22.96
537,pending,0,in_store,185.76
538,completed,0,online,211.17
539,pending,0,online,42.53
540,failed,0,online,58.15
541,completed,0,in_store,39.77
542,completed,0,in_store,19.09
543,pending,0,online,22.55
544,failed,0,online,138.51
545,completed,0,online,259.59
546,completed,0,online,293.28
547,completed,0,in_store,225.93
548,completed,0,online,218.22
549,pending,0,online,93.9
550,failed,1,online,298.15
551,completed,0,online,18.16
552,failed,1,online,171.69
553,completed,0,in_store,18.7
554,completed,0,online,234.11
555,completed,0,in_store,14.61
556,pending,0,online,177.51
557,completed,0,online,287.35
558,completed,0,online,287.43
559,completed,0,online,50.42
560,pending,0,online,106.5
561,completed,0,in_store,266.0
562,completed,0,online,101.93
563,completed,0,online,257.32
564,pending,0,in_store,89.03
565,pending,0,online,227.74
566,completed,0,online,255.69
567,completed,0,in_store,130.89
568,pending,1,online,107.31
569,pending,0,in_store,72.99
570,completed,0,in_store,84.72
571,pending,0,online,136.08
572,pending,0,online,97.35
573,pending,0,in_store,44.5
574,completed,0,online,290.26
575,completed,0,online,140.64
576,completed,0,online,24.34
577,completed,1,in_store,233.59
578,completed,0,in_store,64.93
579,pending,0,online,177.86
580,completed,0,online,212.38
581,completed,0,online,218.15
582,completed,0,online,144.67
583,pending,0,in_store,275.75
584,completed,0,online,211.86
585,completed,0,online,137.33
586,completed,0,online,173.47
587,failed,0,online,271.2
588,completed,0,online,23.02
589,completed,0,online,109.38
590,completed,0,online,7.93
591,completed,0,in_store,232.71
592,pending,0,online,93.36
593,completed,0,online,256.15
594,pending,0,online,193.12
595,pending,0,online,115.44
596,completed,0,online,291.37
597,completed,0,in_store,246.5
598,failed,0,online,211.62
599,completed,0,in_store,58.2
600,completed,0,online,232.64
601,completed,0,online,150.35
602,pending,0,online,288.68
603,failed,0,online,178.73
604,completed,0,online,33.11
605,completed,0,online,105.39
606,failed,0,online,288.21
607,pending,0,online,192.78
608,completed,0,in_store,160.55
609,failed,0,online,55.68
610,failed,0,online,214.63
611,completed,0,online,10.31
612,completed,0,online,41.97
613,completed,0,online,95.02
614,failed,0,in_store,263.09
615,completed,0,in_store,120.58
616,completed,0,online,261.53
617,completed,1,online,59.09
618,pending,0,in_store,124.69
619,completed,0,online,55.77
620,pending,0,in_store,79.33
621,completed,0,online,256.07
622,completed,0,online,277.01
623,pending,0,in_store,56.63
624,completed,1,in_store,212.14
625,completed,0,in_store,135.8
626,completed,0,online,82.37
627,completed,0,online,289.05
628,completed,0,online,24.69
629,pending,0,online,10.54
630,completed,0,online,222.51
631,completed,0,online,114.37
632,pending,0,online,44.67
633,completed,0,online,30.62
634,completed,0,online,209.97
635,completed,0,online,47.35
636,completed,0,online,122.99
637,failed,0,in_store,128.31
638,pending,0,online,261.74
639,completed,0,in_store,160.09
640,completed,0,online,173.87
641,completed,0,online,85.06
642,completed,0,in_store,48.25
643,completed,0,online,295.0
644,completed,0,online,8.67
645,pending,0,online,88.52
646,completed,0,online,45.48
647,completed,0,online,107.94
648,completed,0,online,275.04
649,completed,0,online,143.61
650,pending,0,online,145.6
651,failed,0,online,129.49
652,completed,0,in_store,91.23
653,completed,0,online,264.6
654,pending,0,online,258.21
655,pending,0,online,10.83
656,pending,0,in_store,186.57
657,completed,0,in_store,58.91
658,completed,0,in_store,69.66
659,failed,0,online,27.94
660,completed,0,online,106.88
661,completed,0,online,248.05
662,completed,0,in_store,229.45
663,completed,1,online,232.95
664,completed,0,online,253.41
665,pending,0,in_store,17.23
666,completed,0,online,157.14
667,completed,0,online,197.59
668,completed,0,in_store,104.98
669,completed,0,in_store,266.26
670,completed,0,online,31.95
671,completed,0,online,235.17
672,completed,0,in_store,235.4
673,completed,0,online,203.23
674,pending,1,in_store,192.35
675,completed,0,online,139.41
676,pending,0,online,86.36
677,completed,0,in_store,115.68
678,completed,0,in_store,289.09
679,completed,0,online,269.35
680,completed,0,in_store,263.67
681,completed,0,in_store,277.76
682,completed,0,online,199.44
683,completed,0,online,114.97
684,pending,0,in_store,14.9
685,completed,0,online,277.73
686,completed,0,online,234.24
687,completed,0,in_store,139.05
688,pending,0,online,11.03
689,completed,0,online,227.11
690,completed,0,online,72.23
691,completed,0,online,179.68
692,completed,0,online,147.5
693,completed,0,online,246.14
694,completed,0,in_store,280.24
695,completed,0,online,126.04
696,pending,0,in_store,87.96
697,completed,0,in_store,156.01
698,pending,0,online,102.08
699,completed,0,in_store,181.35
700,completed,0,online,226.67
701,completed,0,online,205.52
702,pending,0,in_store,187.29
703,failed,0,online,296.29
704,completed,1,in_store,100.18
705,failed,1,in_store,94.29
706,completed,0,in_store,139.35
707,pending,0,online,230.67
708,pending,0,online,206.42
709,completed,0,online,65.75
710,failed,0,online,123.65
711,failed,0,online,145.0
712,pending,0,in_store,57.31
713,pending,0,online,203.51
714,pending,0,online,149.71
715,completed,0,in_store,100.24
716,completed,0,in_store,242.26
717,completed,0,in_store,274.75
718,completed,1,online,185.17
719,pending,0,online,51.53
720,failed,0,in_store,162.99
721,completed,0,online,204.0
722,completed,0,online,207.69
723,failed,0,online,38.32
724,pending,0,in_store,293.63
725,completed,0,in_store,57.99
726,pending,0,online,61.01
727,pending,0,online,52.91
728,completed,0,in_store,274.18
729,completed,0,in_store,236.97
730,failed,0,online,235.93
731,failed,0,online,142.44
732,completed,0,online,153.09
733,completed,0,in_store,116.19
734,pending,0,online,204.95
735,pending,0,online,176.07
736,completed,0,online,116.99
737,failed,0,in_store,276.7
738,pending,0,online,32.48
739,completed,1,in_store,18.68
740,pending,0,online,126.62
741,completed,0,online,65.06
742,pending,0,online,157.69
743,completed,0,online,52.0
744,completed,0,in_store,284.03
745,pending,0,in_store,92.31
746,pending,0,online,226.92
747,completed,1,online,48.46
748,pending,0,online,285.67
749,pending,0,online,191.25
750,completed,0,online,5.64
751,failed,0,online,217.17
752,completed,0,online,55.59
753,completed,0,online,9.59
754,completed,1,online,75.83
755,completed,0,in_store,228.44
756,completed,0,online,203.39
757,completed,0,online,69.41
758,completed,0,in_store,197.03
759,completed,0,online,205.74
760,completed,0,online,57.7
761,completed,0,in_store,279.48
762,completed,0,in_store,263.69
763,pending,0,online,177.74
764,completed,0,online,140.27
765,completed,0,in_store,273.29
766,completed,0,in_store,22.35
767,pending,0,in_store,137.41
768,failed,0,online,76.47
769,failed,0,in_store,95.96
770,completed,0,in_store,230.41
771,failed,0,online,211.47
772,completed,0,in_store,282.78
773,completed,0,online,248.99
774,pending,0,online,48.33
775,failed,0,in_store,138.27
776,pending,0,online,86.55
777,completed,0,online,299.72
778,completed,0,online,16.34
779,completed,0,in_store,233.76
780,completed,0,online,177.67
781,pending,0,online,172.25
782,failed,0,online,44.79
783,completed,0,online,183.43
784,completed,0,online,171.28
785,completed,0,online,122.46
786,pending,0,in_store,125.41
787,completed,0,online,185.03
788,pending,0,in_store,247.23
789,failed,0,in_store,238.38
790,completed,0,online,99.58
791,pending,0,online,169.01
792,pending,0,online,185.22
793,failed,0,online,8.65
794,completed,0,online,55.94
795,completed,0,in_store,244.86
796,completed,0,in_store,160.72
797,failed,0,in_store,29.97
798,completed,0,online,13.65
799,completed,0,online,19.65
800,failed,0,online,279.33
801,pending,0,in_store,225.36
802,completed,0,in_store,197.36
803,completed,0,online,220.67
804,completed,0,online,39.87
805,pending,0,online,99.81
806,pending,0,online,44.06
807,pending,0,online,195.11
808,completed,0,online,52.13
809,failed,0,online,92.57
810,pending,1,in_store,196.44
811,completed,0,online,104.37
812,pending,0,online,298.03
813,completed,0,in_store,283.27
814,pending,0,online,41.91
815,failed,0,online,276.76
816,completed,0,in_store,296.38
817,pending,0,online,264.41
818,pending,0,online,77.57
819,completed,0,in_store,125.5
820,pending,0,online,173.7
821,completed,0,in_store,230.52
822,pending,0,in_store,90.66
823,completed,0,online,239.64
824,completed,0,online,214.69
825,completed,0,in_store,62.28
826,completed,0,online,33.6
827,pending,0,online,62.95
828,pending,0,online,23.32
829,failed,0,in_store,229.73
830,completed,0,online,210.03
831,failed,0,in_store,181.3
832,completed,0,online,147.86
833,completed,0,online,92.99
834,completed,0,online,86.14
835,pending,0,in_store,5.03
836,completed,0,online,135.96
837,completed,0,online,233.47
838,completed,0,online,209.09
839,completed,0,online,234.33
840,pending,0,in_store,15.06
841,pending,0,in_store,292.62
842,failed,0,online,288.5
843,pending,0,in_store,107.4
844,completed,0,online,291.62
845,completed,1,in_store,239.46
846,completed,0,online,165.66
847,failed,0,online,99.68
848,completed,0,online,216.9
849,failed,0,online,78.42
850,completed,0,online,195.75
851,completed,0,online,89.09
852,completed,0,in_store,96.89
853,completed,0,online,86.51
854,failed,1,online,183.24
855,pending,0,online,57.57
856,completed,0,in_store,66.66
857,failed,0,online,231.32
858,completed,0,online,156.55
859,pending,0,in_store,122.81
860,pending,0,in_store,224.4
861,pending,0,online,8.67
862,completed,0,in_store,210.86
863,completed,0,online,209.15
864,completed,0,online,218.1
865,completed,0,online,64.03
866,pending,0,online,93.49
867,pending,0,online,270.5
868,completed,0,online,17.56
869,pending,0,in_store,147.48
870,pending,0,online,17.1
871,completed,0,in_store,211.29
872,failed,0,in_store,190.61
873,completed,0,online,32.1
874,completed,0,online,116.68
875,pending,0,online,168.3
876,completed,0,online,241.1
877,pending,0,online,37.87
878,completed,0,online,298.29
879,failed,0,online,48.29
880,pending,0,online,205.05
881,completed,0,online,214.79
882,failed,0,in_store,287.78
883,pending,0,in_store,268.06
884,pending,0,online,28.58
885,completed,0,online,225.04
886,pending,0,online,220.11
887,completed,0,online,242.15
888,completed,0,online,58.04
889,failed,0,in_store,115.9
890,completed,1,online,45.67
891,failed,0,online,93.86
892,pending,0,in_store,272.63
893,completed,1,online,123.38
894,completed,0,online,74.77
895,completed,0,online,249.62
896,completed,0,in_store,161.62
897,pending,0,in_store,131.54
898,pending,0,online,178.39
899,completed,1,in_store,17.92
900,completed,0,online,242.62
901,completed,0,online,112.63
902,completed,1,online,51.63
903,completed,0,in_store,114.45
904,pending,0,online,73.22
905,pending,0,online,290.91
906,pending,1,in_store,162.37
907,completed,1,online,275.58
908,completed,0,in_store,99.9
909,pending,0,in_store,285.79
910,completed,1,in_store,169.27
911,failed,0,online,278.09
912,completed,0,online,169.44
913,completed,0,in_store,166.67
914,pending,0,online,161.17
915,completed,0,in_store,102.4
916,completed,0,online,181.15
917,completed,0,online,150.53
918,completed,0,in_store,125.18
919,completed,1,online,244.2
920,completed,0,online,129.8
921,completed,0,online,259.79
922,completed,0,online,9.73
923,completed,0,online,153.67
924,completed,1,online,205.86
925,completed,0,in_store,219.12
926,completed,0,online,243.64
927,completed,0,online,160.33
928,completed,0,online,57.88
929,completed,0,online,179.27
930,pending,0,online,21.7
931,completed,0,in_store,224.87
932,failed,0,online,209.85
933,completed,0,in_store,21.05
934,completed,0,in_store,280.4
935,pending,0,online,192.98
936,completed,0,in_store,281.34
937,completed,0,in_store,68.37
938,completed,0,in_store,74.34
939,failed,0,in_store,150.99
940,pending,0,online,121.82
941,completed,0,in_store,143.27
942,completed,0,in_store,209.75
943,failed,0,online,164.91
944,completed,0,in_store,34.58
945,completed,0,in_store,111.16
946,completed,0,online,255.84
947,failed,0,in_store,211.09
948,failed,0,online,67.05
949,completed,0,online,81.43
950,pending,0,online,100.04
951,completed,0,online,115.94
952,pending,0,online,81.19
953,completed,0,in_store,280.25
954,failed,0,online,260.9
955,completed,0,online,75.3
956,pending,0,online,79.15
957,completed,0,online,186.97
958,completed,0,online,87.28
959,completed,0,online,199.65
960,pending,0,online,267.39
961,failed,1,online,102.76
962,completed,0,online,253.61
963,completed,0,online,21.99
964,completed,0,online,172.68
965,completed,0,online,167.58
966,completed,0,online,216.4
967,completed,0,online,67.97
968,failed,0,in_store,132.59
969,failed,0,online,274.52
970,completed,0,online,69.41
971,completed,0,in_store,154.34
972,completed,0,online,278.93
973,completed,0,online,6.02
974,completed,0,online,116.64
975,pending,1,online,54.99
976,completed,0,online,190.9
977,completed,0,in_store,144.51
978,failed,0,online,44.02
979,completed,0,in_store,196.16
980,failed,0,online,154.37
981,completed,0,online,114.52
982,completed,0,online,9.07
983,failed,1,online,61.32
984,completed,0,in_store,254.85
985,completed,0,online,284.03
986,completed,0,in_store,137.11
987,pending,0,in_store,177.93
988,completed,0,in_store,211.2
989,pending,0,in_store,174.42
990,completed,0,in_store,237.93
991,failed,0,online,131.04
992,pending,0,online,245.09
993,completed,1,in_store,212.15
994,completed,0,online,233.65
995,completed,0,online,43.88
996,pending,0,online,268.49
997,completed,0,online,216.99
998,pending,0,in_store,27.02
999,completed,0,online,186.7
1000,completed,0,online,79.19
1001,completed,1,online,207.09
1002,failed,0,online,45.55
1003,pending,0,online,212.44
1004,pending,0,online,55.92
1005,pending,0,online,105.6
1006,failed,0,online,210.34
1007,pending,0,in_store,152.85
1008,completed,0,online,137.82
1009,pending,0,online,22.05
1010,completed,0,online,119.44
1011,failed,1,online,296.3
1012,failed,0,online,174.78
1013,completed,0,online,225.54
1014,pending,0,online,120.47
1015,completed,0,online,131.37
1016,completed,0,in_store,233.64
1017,failed,0,online,76.23
1018,pending,1,online,50.48
1019,completed,0,online,252.63
1020,completed,0,online,29.68
1021,completed,0,online,128.51
1022,completed,0,in_store,137.64
1023,completed,0,online,152.28
1024,completed,0,online,101.69
1025,pending,0,online,34.46
