sensor_id,lat,lon,temperature,pressure,humidity
60,-34.110426,84.196721,-28.3747,951.1555,77.9375
61,-89.652578,-116.335951,-20.0926,1036.7689,78.5832
62,-70.152141,53.713926,-4.7119,1071.1837,13.3542
63,29.264734,-86.965972,-13.7627,1046.6649,95.2775
64,85.119032,50.085256,10.7028,905.827,36.1088
65,20.127673,-147.053912,-22.4243,1008.5418,92.6654
66,11.775176,-138.28021,-29.0807,1065.4242,99.1351
67,72.474779,90.642263,23.8416,961.6631,44.3567
68,-22.639868,-27.46223,32.6025,945.8319,34.1894
69,63.413077,-101.630115,37.6721,904.7197,45.8715
70,37.641899,-110.575481,5.3151,924.6252,68.804
71,-24.700769,-44.356662,10.9554,922.1927,95.6457
72,-88.670291,154.508882,57.8459,1096.7927,51.4382
73,50.497139,170.396565,52.7239,1025.9265,44.4524
74,87.528803,57.84885,-31.7037,1058.7175,99.5686
75,32.77931,-24.281843,-21.7973,952.7922,14.984
76,-84.366528,-49.615748,16.6397,934.7505,82.0569
77,-24.613434,-157.177006,52.2626,1097.5487,62.4569
78,54.577437,168.247894,37.5493,971.6161,84.9042
79,18.048771,40.100214,8.2599,906.6564,36.4976
80,15.351517,18.490839,-4.4866,1061.7573,91.3259
81,61.569371,-131.021055,44.1509,964.2803,72.8703
82,0.358276,145.745869,53.337,1068.0254,86.8329
83,14.008616,-113.106856,10.3969,1037.7751,68.2733
84,-17.616008,-94.206395,25.1948,1035.2316,68.6808
85,-7.929157,123.780461,2.8456,943.1014,20.61
86,-89.365261,-153.260644,-31.449,1095.0154,73.4755
87,83.940064,-51.817368,42.9463,1058.981,18.8922
88,17.174367,-45.291045,43.0397,978.5969,41.3987
89,-77.297888,-54.7439,2.315,1069.475,47.2751
90,53.26226,86.055603,-19.486,956.5329,49.1381
91,-47.382123,-174.12988,1.3819,948.6683,85.8609
92,-13.05655,74.055222,-27.2526,1025.2918,45.4992
93,-69.018428,-15.703453,53.4952,951.5689,96.2943
94,-29.938133,168.218327,-33.325,1025.3611,40.656
95,8.315101,-114.301953,10.6837,1027.7415,39.0267
96,-67.833057,-123.520192,-12.7345,983.4622,1.0446
97,67.967374,-147.645017,36.2555,1073.1255,94.2302
98,10.260972,109.523272,5.0969,1068.0812,37.3018
99,-4.178062,31.993721,-13.0761,1049.8508,56.5755
100,-43.559962,-174.565942,56.4,904.0595,47.6741
101,-13.096623,161.493315,59.6994,910.0714,96.5265
102,-4.906226,178.040925,24.0135,1036.1107,22.8745
103,-38.180958,-29.514212,-30.3035,1069.1507,32.861
104,-29.810869,120.417374,-13.9779,906.0204,13.7469
105,-10.931451,110.788232,32.7235,910.7664,36.1907
106,-78.508578,-97.523057,-36.9922,1002.7904,65.2059
107,-48.891911,-53.73012,-28.8752,1053.6831,63.7633
108,-31.80871,67.453273,40.9357,970.4731,12.7416
109,69.291294,172.795455,-19.4899,965.4834,77.0139
110,59.677836,18.183885,2.2623,1037.4647,93.3381
111,51.250308,145.498399,45.9089,997.6476,95.2365
112,-20.984699,110.803593,-38.7896,1074.8545,87.5095
113,-20.872386,-176.412542,-34.7001,968.6963,87.6152
114,38.076251,-75.684745,-4.5198,917.6219,22.9112
115,9.300549,-80.82165,42.7713,1049.0653,65.9418
116,40.525842,-165.346978,22.0299,954.6833,91.2235
117,88.675846,139.67197,41.7329,964.2555,10.1257
118,-55.773058,-127.282266,-10.9226,921.8268,90.224
119,-25.504916,-124.16833,25.1066,916.05,24.8156
120,-43.108247,-74.326906,15.2205,1086.7046,13.833
121,41.762041,23.876835,47.3085,976.9348,53.9528
122,-50.553985,160.625553,-22.5501,947.973,20.4651
123,83.362176,54.006174,21.6386,1057.5717,54.6174
124,-16.581112,77.712814,0.9266,1081.4205,61.0793
125,-31.492242,-33.961848,22.9338,954.7667,5.1639
126,19.27978,-102.519353,-31.9377,974.9609,56.7611
127,16.15468,-61.056155,-29.6253,1093.1443,24.412
128,44.532313,133.400717,41.8716,1095.9176,77.4176
129,19.417842,42.044692,-39.5051,1030.435,55.2996
130,-30.801595,128.724964,10.2219,950.0895,65.1019
131,-78.847788,110.035201,40.9074,946.7723,48.0314
132,67.558197,-138.773313,59.6134,961.916,38.6172
133,-30.625689,67.476193,25.36,1035.0226,14.9531
134,-14.054321,122.231425,59.8536,1001.5312,44.4576
135,60.313829,179.898658,-36.8424,914.5415,90.0069
136,8.429592,36.17566,-30.2702,1029.5948,21.9033
137,5.046417,-139.486104,-35.6054,991.8083,50.8644
138,25.813317,-80.223443,38.739,951.0533,85.7215
139,-48.545662,176.865822,27.3743,969.8228,46.9919
140,-73.910218,117.863289,29.4416,1012.5687,78.5535
141,-76.34511,137.201759,-39.2428,954.5067,72.6443
142,32.250532,-132.531709,-4.64,1051.2743,63.9743
143,-66.10347,-33.624265,-4.3299,960.0086,43.3643
144,32.478126,131.956168,45.0007,901.3759,99.9826
145,7.58903,7.586088,57.3871,994.2956,42.1354
146,44.053914,-141.547977,-16.0039,1079.3112,16.5563
147,-57.824637,-47.264768,54.21,985.9231,57.9458
148,40.500732,-111.633692,44.0552,955.788,23.1644
149,-38.278648,21.075728,32.2233,1044.2202,49.2251
150,-64.237725,-30.171652,52.4428,1042.297,7.2138
151,31.547884,38.700893,-35.9223,989.5083,47.162
152,-45.527409,-144.932724,39.3036,1063.6213,31.9026
153,55.916135,101.717655,58.3755,963.6806,91.2906
154,-50.528688,-61.128673,14.3798,922.8627,99.2591
155,30.094404,45.276274,17.4602,907.8652,2.0003
156,-42.335235,115.234706,47.0966,994.5963,22.7313
157,-7.541142,44.207262,43.3083,1085.0665,53.6414
158,-75.336656,8.922838,10.4873,919.2515,93.1873
159,45.127283,-21.876415,45.5259,1052.6638,3.212
160,29.901131,96.042426,52.0561,1078.405,53.5399
161,24.041795,66.211428,59.4106,909.0155,14.4097
162,-49.803986,-22.323264,6.8483,1018.6436,99.791
163,-3.867884,-90.152888,44.0061,1077.6218,58.757
164,-21.223019,143.831588,52.538,1056.9593,17.6015
165,24.16208,-102.704398,35.2547,999.0956,12.7066
166,8.970729,-50.122471,-28.3226,931.1703,40.3053
167,61.502685,169.480027,49.9951,987.1733,60.3001
168,30.973901,-41.012772,23.0633,1037.6567,47.7583
169,-42.279956,8.477196,46.9169,1030.7448,26.5545
170,-18.536828,-63.145982,28.6215,958.1192,82.389
171,23.487103,46.78929,55.5173,980.6437,50.6188
172,13.385004,157.471205,57.1655,1021.6889,87.341
173,87.121749,-154.686163,-32.2872,1065.5569,74.0618
174,-56.049102,-168.637543,-12.2083,925.2952,47.8367
175,-31.43934,-104.321153,55.7547,1006.3984,34.6315
176,-44.683117,-53.981249,-38.5858,962.4385,16.836
177,-85.537114,99.146709,28.4992,1051.5555,64.8991
178,89.449444,-145.245592,53.1741,918.3469,72.4773
179,38.915799,90.488364,36.7985,957.5676,9.5217
180,-80.105429,-157.535072,-18.1058,1017.2388,25.7257
181,60.500105,-21.355946,39.7843,923.3531,74.8546
182,-82.959147,109.28622,27.3036,904.2957,87.213
183,46.281067,-170.586137,43.1691,1053.4393,41.8781
184,76.481292,90.952764,32.4417,1033.3301,9.6796
185,-0.378545,0.288385,10.6904,902.3346,81.0143
186,-40.408535,162.341068,7.7371,946.9963,96.1578
187,11.065552,69.294522,47.1253,929.177,37.9232
188,17.74414,98.947863,51.7425,1086.1418,22.5696
189,21.470811,140.36463,12.2068,1092.1117,43.6315
190,-78.832222,85.2499,31.4536,908.9615,37.1594
191,9.980146,93.190896,17.5322,1042.3808,68.9779
192,-26.973179,-22.796741,9.6342,1068.7547,16.8529
193,-70.112758,-21.188681,31.9499,1091.0033,32.0135
194,-16.959721,-6.077137,11.3222,994.0666,66.5901
195,-12.544727,-93.488707,29.8726,1049.3239,47.4567
196,68.764735,179.33919,37.1777,951.0548,65.2261
197,-33.308392,-86.537836,-32.1771,943.7531,66.5907
198,9.708619,72.345873,30.463,941.7583,55.4381
199,-73.789471,-173.473387,-36.4499,1036.0507,96.0715
200,69.101951,136.285599,57.8449,1028.3699,39.0957
201,-69.286649,-60.082004,55.2666,1028.7001,60.2416
202,31.649943,-177.247473,15.6608,1090.6074,93.5624
203,-0.065892,-43.240157,51.8183,900.6622,92.2493
204,-21.96721,-170.021239,-33.6437,986.9515,68.6427
205,78.745219,-156.570431,-5.2442,1001.4736,6.806
206,-22.366064,10.51197,-19.7296,929.703,69.6197
207,-12.420879,-110.528193,2.7857,976.982,11.2804
208,-25.807219,61.232874,15.3424,1012.2864,55.9084
209,67.470751,165.852965,41.4497,960.1626,71.3246
210,-20.739311,-153.070659,-6.0641,956.9814,75.7886
211,28.797544,78.007955,47.5009,1092.8288,92.0039
212,83.508097,63.602405,-26.9568,912.6752,81.4506
213,-61.212237,-123.997922,39.4274,1058.0362,62.4595
214,52.273467,-103.560987,5.4663,903.4366,68.2871
215,-82.994752,-95.433287,-24.028,1086.1889,50.5626
216,-10.099942,101.664028,29.407,1089.4444,22.7182
217,43.67116,-13.816229,3.5665,1048.3973,69.0412
218,23.466887,-73.155307,-29.7137,1010.0186,85.7366
219,-23.410784,-168.669127,-27.3608,1054.5197,60.9025
220,-40.953078,-177.760033,9.528,952.4379,29.891
221,-75.669611,172.773035,54.0846,1086.9214,51.2534
222,69.415219,-88.398438,-8.0659,931.157,91.7388
223,58.108082,-63.456553,55.8516,1024.331,25.563
224,-67.451646,3.427161,59.8086,1084.3914,25.9256
225,70.687866,90.856168,33.6412,929.5806,88.0983
226,5.023913,-24.776692,-29.1454,942.2162,18.9774
227,27.436353,-176.115476,2.7565,1061.4252,62.8632
228,-49.089824,-151.955359,27.1102,1039.9072,49.2647
229,79.548039,70.745349,46.8412,984.0865,71.698
230,21.683089,4.186996,34.2465,924.9412,21.1301
231,66.395319,81.387225,-22.4079,1084.8577,7.6407
232,-68.905325,-142.61682,18.5811,1088.9154,54.9274
233,29.275358,-162.421077,8.2069,1013.9959,88.5076
234,-52.810088,36.389132,42.3057,937.6487,80.5427
235,18.849602,46.898912,20.7368,1088.2985,81.1761
236,57.948106,-172.438471,-38.212,1051.6276,90.3517
237,-62.41472,22.968752,25.7139,1032.778,50.6464
238,-68.718139,-137.086071,-16.3779,1052.8857,92.2849
239,25.973739,178.322165,11.9302,935.8473,54.2342
240,68.959387,-47.067692,31.7831,901.6738,97.8677
241,4.438522,98.471777,8.5978,1090.2423,59.2973
242,0.044163,-15.38007,15.6482,1013.7735,17.839
243,-38.932679,-85.943783,-24.1493,939.9268,34.4378
244,13.478098,80.035127,23.373,976.3168,51.4274
245,-84.914155,81.204868,38.0604,937.1527,77.2501
246,-84.729384,-127.71551,-35.9588,996.9142,37.2642
247,87.06561,106.583926,52.8565,1085.3056,64.0468
248,9.796211,18.882794,-30.9362,992.7273,54.0883
249,9.015367,125.985374,-19.2857,980.3325,64.7447
250,19.223927,-141.204793,49.5559,978.3287,76.463
251,-22.466119,63.769987,32.0421,921.3361,5.4064
252,-45.635538,-82.376031,45.0306,1077.5092,96.3188
253,-31.614597,-28.302601,16.6687,1076.7546,18.8279
254,45.993689,146.553992,-20.9941,952.1155,68.2373
255,-79.522941,61.036362,-32.8321,994.7899,98.0458
256,68.950943,-43.991234,40.5201,1090.4645,29.1381
257,28.788481,-39.964597,11.9426,953.6247,58.5309
258,4.431227,38.37597,52.5885,970.0759,12.2892
259,-2.988995,-41.707081,-30.4087,1073.7659,93.8851
260,-59.984451,-102.935112,24.0462,1078.8654,91.5042
261,-14.797032,-44.275066,-4.9241,966.9479,35.1913
262,-58.004202,93.764522,38.1639,1095.8295,2.2889
263,30.906078,-76.066878,3.4908,1060.3785,27.1331
264,2.548071,174.318015,13.382,1040.5811,67.89
265,39.582651,-156.12475,-29.0655,956.8442,43.963
266,-33.080366,-35.043961,55.2479,986.4538,21.3606
267,-11.946365,71.311067,-38.8115,907.2604,50.7208
268,28.556313,159.51366,55.2004,1029.6687,4.7276
269,-13.683701,167.815837,29.9869,1052.6747,46.5155
270,-40.505557,-22.46853,55.0131,943.0071,29.7444
271,-88.832195,74.471798,5.649,964.0945,33.7239
272,-84.649984,70.181458,27.2119,939.8996,19.4688
273,85.334516,99.033496,46.4244,1099.8398,74.6337
274,86.709024,-10.826413,-26.5915,1036.8575,69.9638
275,22.031242,-27.946776,-17.593,1000.1974,50.6571
276,-47.809791,-87.362608,36.3192,978.2441,12.4218
277,32.132773,-135.95464,34.5317,1068.9103,96.7209
278,-62.609315,-105.273008,-23.0777,1083.9801,4.5985
279,36.486125,104.666267,44.8169,1025.3918,33.6431
280,-4.72571,67.53111,-11.8679,928.207,3.1988
281,61.028541,-131.597092,34.9699,917.5409,51.8476
282,-19.339726,3.860222,6.9905,979.8577,74.3107
283,-81.683301,100.967015,14.572,956.5617,43.8409
284,39.002269,80.261989,-29.1928,1082.1882,82.1624
285,33.959947,-134.516681,-32.0424,971.1643,90.1627
286,44.679146,-142.830814,-20.6437,921.9991,27.062
287,-59.484011,13.8031,36.4196,993.3772,69.8621
288,-41.382809,106.342682,-13.6855,946.603,44.6694
289,-71.203577,107.22826,40.63,980.3788,53.7371
290,-54.550674,176.68633,7.2515,946.178,46.6638
291,-30.081129,-140.024254,43.4004,1095.7723,44.7153
292,-9.305892,158.433274,34.4073,1019.0928,20.2094
293,67.658609,54.193799,20.0075,905.1718,7.4105
294,-45.401309,-27.375238,11.2765,1036.7397,72.4023
295,-30.320382,-82.672656,39.7674,931.9358,21.9426
296,-45.867637,66.02833,5.1782,1032.7771,93.9647
297,-41.202318,-142.921555,43.2101,967.2446,96.0802
298,6.005415,-31.079933,-18.3425,954.0039,15.0848
299,-23.781623,90.736427,52.0483,906.5411,24.2314
300,70.161846,-15.244406,-7.9343,967.858,26.0034
301,88.846577,-77.03981,44.2887,956.5484,6.7838
302,-89.320232,162.274747,28.5093,1015.3637,59.0643
303,3.566282,-59.832566,0.7404,900.9129,67.8893
304,-16.92226,-29.614082,25.9515,978.0802,44.2232
305,-53.165969,29.323753,34.0674,998.6831,53.7483
306,78.586223,-40.099876,31.47,1073.5979,70.4091
307,71.929169,29.366151,19.7299,1042.9155,56.701
308,42.476604,156.873979,54.7206,1025.7819,81.3161
309,-0.022729,145.762411,17.6447,1097.6005,94.6563
310,35.919299,7.319075,47.9737,921.6252,75.7141
311,-17.313329,-133.090038,-39.4539,1048.6487,8.1741
312,-29.82592,64.764383,31.546,1041.3698,26.075
313,-18.853684,-77.072979,-14.7751,964.2842,69.1097
314,-55.211287,80.510323,-22.1957,1087.1312,91.5257
315,-30.790877,-48.431904,24.8678,993.2124,52.2376
316,3.711897,57.808257,10.0851,1011.1563,83.701
317,-87.927963,118.774684,-2.567,966.2476,47.915
318,-57.423472,-169.758384,13.3177,1014.0547,14.9212
319,-35.319764,178.417098,26.1825,1073.1181,9.4076
320,-36.688284,-116.79411,30.7836,938.5046,50.3305
321,2.474473,104.020159,-15.4084,1044.0988,86.6014
322,-57.938772,-81.883476,-24.3088,1010.4337,29.6267
323,-84.268361,85.763246,17.1761,1021.3848,41.9272
324,-1.4947,10.40565,48.9567,946.7401,46.5411
325,61.480341,-140.72209,53.5337,902.3825,13.7142
326,58.391242,-65.641047,17.0331,1008.694,93.0787
327,-30.606688,-178.020253,51.4519,930.027,49.6012
328,-83.616762,-119.247481,52.1532,1037.9519,23.6809
329,62.14469,128.644337,6.3955,1075.2456,1.6857
330,-20.098446,-68.835295,21.6081,981.798,98.5536
331,-63.284434,115.547835,16.0365,1070.1985,32.6617
332,-82.924282,45.829158,-21.1142,1055.9926,86.6288
333,-88.674479,67.976966,33.0238,926.6773,12.7937
334,69.06492,-83.748638,38.6318,1018.4946,21.9937
335,23.050552,123.66086,-39.9854,974.1989,65.6466
336,-2.540729,-79.415909,17.8763,981.5102,0.1818
337,45.577454,-42.442347,57.6977,974.9253,10.9093
338,69.971802,3.334863,-21.8339,957.4951,22.4349
339,38.178014,-120.576296,33.3265,974.5408,7.7913
340,-67.113456,-115.598638,47.8062,931.615,97.1629
341,56.063863,-101.777071,17.7661,1036.3664,92.6349
342,7.244167,153.52481,43.7356,1078.8049,28.3122
343,-56.408203,-95.956456,-36.3777,927.5003,71.3229
344,50.680665,110.959609,-31.5182,1069.6283,5.2407
345,46.837446,35.89696,44.7128,967.8923,68.2555
346,83.504488,-179.976511,21.0685,1000.4812,29.7176
347,29.222719,-115.524572,46.2768,1085.3364,54.0208
348,53.714821,155.60074,46.4953,1027.1875,84.0665
349,38.105334,42.850721,-9.5333,1041.2726,62.4839
350,12.782835,159.80205,38.8169,1073.7652,48.5513
351,-46.520217,59.244354,19.4587,1031.0932,85.1595
352,45.231123,-141.11098,-12.3642,1084.2982,73.1617
353,56.495279,68.709669,59.9491,915.6709,29.2375
354,79.840777,-179.556746,52.491,960.3292,97.8078
355,56.452309,7.854487,41.5138,981.2864,66.4519
356,-21.520976,-127.568463,22.5593,1025.9539,61.6155
357,-56.084815,-116.483851,9.4785,986.6806,36.8082
358,26.661613,60.595041,57.3254,1021.9803,13.0813
359,87.511577,82.654813,-27.3728,1048.6553,63.766
360,-21.827693,-31.67337,33.048,1023.7713,9.4584
361,47.141982,-19.916217,44.0604,1078.71,14.2344
362,57.160364,163.249964,21.6446,1060.7805,70.5107
363,-72.554285,-172.175038,57.7239,990.108,32.1176
364,-53.614543,53.503042,-23.4922,1054.4617,58.3307
365,55.048923,-15.058896,-20.2367,979.2078,42.5331
366,8.656752,-9.858677,15.1097,987.3847,11.583
367,-57.072509,155.334392,-33.9261,1034.441,88.9417
368,57.461985,-129.247717,30.1613,957.7828,26.8104
369,-64.525569,90.097364,2.8566,978.0344,98.0942
370,28.184851,-64.910274,-33.9265,963.8531,43.1793
371,27.445973,-120.253246,39.7304,952.3797,11.5025
372,46.150204,-33.310037,-10.9582,1065.7287,74.8436
373,7.816011,74.331845,14.9289,956.6404,47.3764
374,-83.593126,58.947103,3.451,1022.5148,46.1038
375,-72.703973,-5.85442,18.1635,934.0507,56.3394
376,-72.859446,116.491192,-17.7183,1090.8919,35.9338
377,-55.452916,-72.808103,-19.1617,1022.2915,13.8317
378,18.244773,1.829112,25.1794,941.8718,5.0388
379,38.191694,147.459684,54.2502,1000.6763,68.759
380,-82.208331,-49.238528,-14.1226,1022.8723,0.9753
381,-55.95916,-88.03691,-5.9305,1061.5327,43.7115
382,42.161096,113.138525,-32.1026,1063.0751,74.6889
383,35.800351,99.453227,37.0539,1088.6214,25.1092
384,67.608677,90.845614,59.6587,1027.2909,30.0791
385,66.677995,173.46238,16.3297,1077.555,14.0113
386,33.532726,33.464354,-11.998,973.0522,94.0617
387,-74.364552,91.592552,-18.9243,1066.9424,80.6198
388,69.980379,25.317349,-11.5107,1078.204,29.392
389,-41.420913,-132.705764,43.9662,947.3183,62.404
390,13.195459,60.191768,49.0172,1097.9582,29.5908
391,-11.105048,166.223847,50.0351,1019.9324,91.373
392,43.456015,-178.735602,-12.1755,1071.6012,82.3578
393,-28.605526,24.327475,39.1042,960.8363,44.1472
394,27.406472,-43.258732,-11.4941,1076.3182,19.7237
395,9.545861,-119.347794,27.0326,912.6988,99.7517
396,88.030112,79.138625,16.3693,932.1617,10.2291
397,-71.153312,133.575049,10.3947,1045.5686,28.2341
398,-61.33736,174.010185,56.1631,986.8132,89.2929
399,-23.545437,143.249276,-3.1159,944.5515,62.8917
400,66.208785,-179.835149,53.4853,959.0814,67.9197
401,-55.195745,-64.891488,45.2916,908.1073,34.8408
402,57.95842,-175.427921,26.6305,1025.9128,83.7008
403,46.216284,78.562732,16.6948,1069.8652,26.4637
404,-19.818116,82.041955,4.3036,942.131,61.9028
405,86.256969,68.449466,-20.4828,1035.8898,61.5573
406,56.156958,-47.322947,7.4565,991.4435,70.0107
407,28.210432,-135.881541,41.9224,984.6706,81.8702
408,-15.089267,-38.417551,-8.4552,992.6075,30.9939
409,-18.458053,-92.29822,-4.2434,1001.7507,11.4561
410,-69.156257,-159.955902,17.0358,981.7575,57.0796
411,17.85135,41.688601,56.9251,956.1401,58.4642
412,-16.79814,-124.445464,-8.8803,940.1706,60.0604
413,-59.014185,147.074831,-31.6498,983.1124,71.3215
414,-52.883608,-1.21101,36.999,988.7959,63.0844
415,-77.543033,85.271255,-17.6614,949.4584,73.9436
416,-79.956054,-160.840171,6.9777,1007.555,42.5001
417,-21.04182,66.049121,-3.2307,956.5512,99.8112
418,-83.421955,-61.837581,14.7636,1038.1862,97.2235
419,-12.923232,86.246822,26.3222,972.5088,30.9344
420,39.77705,14.451274,51.0765,911.0761,67.783
421,-70.362394,124.580845,-1.7923,1010.8448,85.3113
422,-22.248299,167.59435,26.8496,974.1893,45.1809
423,-19.57749,-25.524355,43.6717,940.7426,37.5832
424,68.232807,58.042405,48.1408,926.0552,78.0078
425,-17.146836,-128.287832,-30.151,1024.3318,62.7373
426,-74.306834,-99.464635,-1.2719,1089.5658,97.9883
427,-14.620246,-96.6013,20.7395,975.5724,68.0259
428,61.351972,155.337001,50.3205,999.5717,49.4817
429,-60.643747,103.536521,-20.4731,974.6923,44.6284
430,-76.46766,-86.816343,29.8309,982.2483,69.2884
431,43.795698,164.447435,22.8725,983.3348,2.8015
432,-61.844105,-37.816167,54.667,1031.8479,96.5474
433,57.183744,-88.056413,51.4953,1041.1059,81.4467
434,-28.916367,-18.509825,-13.3334,952.5116,98.4986
435,-8.027392,-82.481724,31.7792,936.7736,9.6365
436,53.978591,49.076918,-37.4206,1019.0897,92.0319
437,75.2924,-7.804251,40.6682,1092.7513,24.4257
438,3.487728,93.984955,9.1107,902.5101,63.2003
439,44.770423,-53.742262,36.4213,1093.8876,0.9461
440,-55.211178,-90.55944,58.176,1033.8991,53.2795
441,-30.92576,35.777529,-20.0748,1035.3682,5.7508
442,12.357471,68.298781,-9.2414,1023.5668,95.0233
443,-24.467667,86.843468,-31.3542,908.5823,19.4301
444,79.88442,119.295358,18.8309,1074.941,52.7918
445,-51.676228,69.372929,36.3967,1086.6471,5.4992
446,-36.622188,-83.545489,53.1754,914.8752,40.5768
447,25.616547,63.100896,-19.8791,900.7146,20.0961
448,-38.862719,-54.199005,17.3411,983.872,62.9426
449,45.386633,123.455652,-38.7123,1057.0147,78.6421
450,2.697907,150.443041,-8.5518,1030.4981,89.4782
451,89.185944,64.779622,12.2783,1042.314,36.0218
452,37.514695,-88.888869,32.0812,910.6973,30.0108
453,16.17894,0.610445,-33.3353,943.101,59.9963
454,46.488577,-14.955226,28.8449,967.6651,28.1278
455,65.420134,-85.269703,-13.1263,1057.4881,54.1422
456,44.739439,100.179473,-37.6726,1071.9091,43.7653
457,56.225793,54.721267,56.1534,1018.2898,60.0447
458,-66.198856,-153.020832,-12.275,970.513,67.9565
459,25.214841,-118.644083,-10.4939,1046.6795,40.1852
460,-48.903248,-102.865875,-4.1285,927.6548,91.6608
461,-15.981679,119.072532,21.7302,987.0885,87.9116
462,85.217165,-92.753941,35.4187,939.7321,87.2177
463,60.218271,-37.441893,22.9276,978.8941,76.4078
464,-29.983396,-165.726178,32.8823,1079.9544,79.3328
465,-30.734809,-167.802237,30.5509,954.0939,11.947
466,62.770354,-124.71716,-22.2794,1045.3871,40.5118
467,-67.721976,-94.097685,41.4869,947.8597,95.8643
468,-74.081554,106.75521,-38.3416,1096.9416,48.7405
469,21.050665,115.245566,-18.0798,1006.9607,0.2605
470,0.759403,11.072968,5.0835,926.6233,66.6932
471,2.006959,-168.037377,58.3008,974.0094,30.9659
472,33.767553,137.057975,-16.6731,923.8386,84.2746
473,-5.325075,50.121583,30.1801,995.5252,1.5013
474,82.825092,27.774536,-35.9318,1014.8077,46.4869
475,-42.500121,51.972418,-7.7105,1061.7242,76.8487
476,-40.003943,163.107128,53.2229,1084.013,40.6492
477,31.121168,158.482458,-3.7315,1030.0604,83.8977
478,-52.79639,-39.845105,0.78,1091.5699,1.7286
479,35.344078,-151.654464,-15.7422,932.7263,6.9539
480,-55.811504,-97.918182,-0.0923,931.9075,50.3743
481,-10.588673,179.398732,-36.0726,917.2707,59.4646
482,-82.396378,-56.648305,-19.2741,1049.336,96.9598
483,-82.102007,-127.510973,31.9093,968.6843,52.7251
484,-88.408109,-130.811191,49.2683,1010.8957,81.373
485,74.002528,46.253458,25.9217,1005.0804,55.83
486,-49.896321,-122.400626,41.332,1075.4153,78.9669
487,23.964578,-1.597592,-5.3832,990.318,19.4067
488,54.464509,65.292081,-13.5617,975.7058,92.5449
