sale_id,region,category,payment_method,amount
306,South,Sports,credit_card,79.52
307,North,Electronics,cash,269.94
308,West,Sports,debit_card,177.04
309,East,Grocery,cash,168.95
310,North,Electronics,credit_card,87.13
311,North,Electronics,debit_card,227.13
312,West,Sports,cash,226.6
313,East,Clothing,cash,65.77
314,West,Electronics,debit_card,342.33
315,West,Grocery,credit_card,118.05
316,North,Electronics,credit_card,157.7
317,South,Clothing,debit_card,151.83
318,North,Electronics,debit_card,376.04
319,South,Clothing,debit_card,270.97
320,South,Grocery,credit_card,204.56
321,North,Sports,credit_card,235.28
322,North,Grocery,cash,220.35
323,West,Sports,debit_card,66.43
324,North,Grocery,credit_card,402.65
325,West,Grocery,credit_card,223.99
326,North,Clothing,debit_card,298.55
327,North,Sports,debit_card,375.44
328,South,Grocery,credit_card,47.43
329,North,Clothing,debit_card,182.04
330,South,Clothing,credit_card,81.76
331,South,Clothing,cash,84.91
332,North,Clothing,cash,252.12
333,West,Grocery,cash,164.91
334,West,Electronics,debit_card,226.68
335,East,Grocery,cash,37.52
336,North,Grocery,debit_card,231.44
337,North,Grocery,debit_card,47.6
338,North,Sports,debit_card,294.36
339,North,Sports,cash,329.4
340,East,Sports,cash,83.92
341,North,Sports,credit_card,407.37
342,East,Electronics,cash,326.6
343,North,Clothing,cash,224.5
344,West,Clothing,debit_card,192.7
345,East,Sports,debit_card,389.49
346,North,Grocery,credit_card,171.55
347,West,Grocery,debit_card,364.63
348,South,Grocery,credit_card,295.54
349,South,Grocery,debit_card,484.17
350,West,Clothing,cash,357.33
351,North,Grocery,cash,194.57
352,East,Clothing,cash,354.39
353,North,Sports,cash,187.3
354,East,Grocery,credit_card,476.07
355,East,Sports,credit_card,121.01
356,South,Clothing,credit_card,154.94
357,North,Electronics,cash,175.01
358,South,Sports,credit_card,89.5
359,South,Sports,credit_card,211.32
360,South,Sports,cash,149.61
361,West,Clothing,cash,127.19
362,West,Clothing,debit_card,342.37
363,West,Sports,debit_card,391.28
364,West,Clothing,credit_card,402.62
365,South,Grocery,credit_card,324.18
366,East,Electronics,cash,424.49
367,North,Grocery,credit_card,383.93
368,East,Sports,cash,82.2
369,West,Electronics,credit_card,410.18
370,East,Electronics,debit_card,36.1
371,East,Clothing,debit_card,497.32
372,East,Clothing,credit_card,166.16
373,North,Grocery,credit_card,77.42
374,East,Sports,cash,417.24
375,West,Sports,cash,12.57
376,North,Electronics,debit_card,115.67
377,South,Sports,credit_card,390.32
378,South,Grocery,credit_card,33.4
379,West,Sports,credit_card,64.32
380,West,Electronics,cash,262.53
381,South,Clothing,debit_card,220.33
382,East,Clothing,cash,214.12
383,North,Grocery,credit_card,477.17
384,North,Sports,debit_card,31.33
385,West,Grocery,debit_card,376.19
386,East,Electronics,debit_card,128.15
387,North,Grocery,credit_card,31.72
388,East,Clothing,cash,237.67
389,West,Clothing,credit_card,40.92
390,West,Electronics,debit_card,108.78
391,South,Electronics,debit_card,467.35
392,West,Sports,debit_card,27.94
393,South,Grocery,debit_card,432.45
394,North,Grocery,debit_card,70.99
395,East,Sports,debit_card,374.22
396,West,Grocery,credit_card,253.14
397,West,Grocery,cash,140.69
398,North,Sports,credit_card,221.0
399,South,Grocery,debit_card,60.27
400,East,Grocery,debit_card,228.5
401,West,Clothing,cash,227.52
402,West,Electronics,cash,436.32
403,East,Sports,debit_card,323.34
404,North,Electronics,cash,322.38
405,East,Clothing,credit_card,79.96
406,West,Electronics,credit_card,42.94
407,East,Grocery,debit_card,475.24
408,North,Clothing,cash,230.46
409,East,Grocery,debit_card,383.91
410,South,Grocery,debit_card,164.05
411,East,Clothing,credit_card,22.7
412,South,Sports,cash,199.62
413,North,Grocery,debit_card,354.98
414,South,Grocery,cash,459.07
415,West,Clothing,credit_card,76.51
416,North,Sports,credit_card,450.35
417,West,Electronics,cash,484.11
418,East,Grocery,cash,41.82
419,East,Grocery,credit_card,358.79
420,South,Grocery,cash,119.88
421,South,Clothing,credit_card,397.28
422,North,Grocery,cash,290.42
423,West,Clothing,cash,443.28
424,North,Grocery,debit_card,499.8
425,West,Sports,debit_card,413.44
426,North,Clothing,debit_card,324.75
427,West,Sports,cash,263.51
428,South,Clothing,credit_card,221.98
429,North,Electronics,cash,84.98
430,South,Clothing,debit_card,468.02
431,South,Grocery,cash,448.51
432,North,Grocery,credit_card,321.18
433,East,Clothing,cash,158.38
434,North,Clothing,cash,471.39
435,South,Clothing,cash,315.99
436,East,Electronics,credit_card,49.8
437,East,Clothing,cash,214.13
438,North,Sports,cash,277.33
439,East,Sports,credit_card,404.3
440,West,Grocery,debit_card,45.76
441,North,Clothing,debit_card,213.65
442,West,Clothing,debit_card,307.26
443,East,Grocery,cash,494.13
444,East,Sports,credit_card,382.73
445,North,Grocery,credit_card,238.57
446,East,Sports,credit_card,79.03
447,North,Grocery,debit_card,433.44
448,West,Clothing,credit_card,408.6
449,East,Clothing,credit_card,254.15
450,West,Sports,debit_card,253.71
451,North,Sports,cash,234.04
452,South,Clothing,cash,182.92
453,North,Grocery,debit_card,302.78
454,West,Grocery,cash,14.01
455,North,Sports,credit_card,442.4
456,East,Sports,debit_card,32.17
457,North,Clothing,debit_card,281.08
458,North,Sports,cash,230.67
459,East,Electronics,credit_card,487.79
460,West,Grocery,debit_card,283.34
461,East,Clothing,credit_card,305.21
462,West,Electronics,credit_card,29.07
463,East,Sports,cash,233.92
464,South,Grocery,cash,166.08
465,West,Grocery,cash,174.82
466,West,Grocery,debit_card,409.72
467,East,Grocery,cash,63.71
468,West,Grocery,cash,437.33
469,North,Sports,debit_card,483.86
470,South,Electronics,cash,245.42
471,West,Clothing,cash,128.68
472,North,Clothing,credit_card,226.11
473,West,Clothing,debit_card,348.35
474,West,Sports,cash,366.43
475,South,Clothing,cash,169.27
476,West,Sports,debit_card,478.78
477,West,Grocery,cash,183.6
478,East,Sports,credit_card,479.1
479,East,Grocery,credit_card,471.33
480,East,Grocery,cash,111.57
481,West,Grocery,debit_card,180.91
482,East,Grocery,credit_card,291.0
483,West,Sports,debit_card,477.76
484,South,Grocery,credit_card,150.94
485,North,Grocery,debit_card,331.43
486,West,Clothing,credit_card,415.7
487,East,Grocery,credit_card,63.52
488,South,Clothing,credit_card,338.22
489,South,Clothing,credit_card,59.1
490,East,Sports,credit_card,343.78
491,South,Electronics,cash,489.18
492,South,Sports,cash,468.17
493,West,Sports,cash,107.73
494,East,Grocery,debit_card,326.49
495,North,Clothing,cash,371.96
496,North,Clothing,debit_card,442.3
497,South,Electronics,debit_card,396.1
498,South,Grocery,credit_card,14.54
499,North,Grocery,debit_card,232.63
500,West,Clothing,cash,239.33
501,South,Electronics,debit_card,89.62
502,West,Grocery,cash,101.24
503,East,Grocery,cash,340.46
504,South,Clothing,cash,429.51
505,West,Sports,cash,170.68
506,West,Electronics,credit_card,491.03
507,West,Grocery,credit_card,13.35
508,West,Clothing,debit_card,379.34
509,East,Grocery,cash,364.21
510,North,Grocery,cash,186.18
511,South,Electronics,cash,67.93
512,East,Clothing,debit_card,346.18
513,East,Electronics,cash,458.9
514,East,Grocery,cash,118.22
515,South,Sports,credit_card,232.94
516,East,Sports,cash,279.12
517,West,Clothing,credit_card,343.37
518,North,Sports,cash,354.85
519,North,Electronics,credit_card,416.1
520,South,Clothing,credit_card,170.78
521,West,Electronics,cash,110.65
522,West,Electronics,cash,228.29
523,North,Sports,credit_card,261.49
524,West,Electronics,cash,236.57
525,East,Electronics,debit_card,134.68
526,North,Clothing,cash,45.78
527,West,Grocery,cash,41.24
528,North,Electronics,debit_card,25.55
529,West,Clothing,credit_card,385.26
530,West,Grocery,debit_card,229.78
531,West,Sports,credit_card,344.54
532,South,Grocery,credit_card,97.45
533,West,Clothing,cash,489.57
534,North,Electronics,debit_card,236.87
535,West,Sports,credit_card,131.28
536,East,Clothing,debit_card,102.36
537,North,Electronics,cash,215.43
538,North,Clothing,credit_card,42.97
539,North,Sports,cash,339.29
540,North,Clothing,cash,31.68
541,West,Clothing,cash,116.46
542,North,Clothing,cash,496.81
543,South,Grocery,cash,302.98
544,East,Clothing,debit_card,439.37
545,South,Sports,debit_card,144.83
546,South,Sports,cash,252.85
547,East,Sports,cash,166.18
548,West,Sports,credit_card,156.95
549,South,Sports,credit_card,426.18
550,East,Clothing,debit_card,458.22
551,West,Sports,cash,269.7
552,West,Clothing,debit_card,109.63
553,North,Sports,debit_card,55.31
554,South,Electronics,debit_card,194.81
555,North,Electronics,credit_card,404.28
556,South,Sports,credit_card,436.04
557,East,Grocery,credit_card,113.79
558,South,Electronics,cash,499.79
559,West,Clothing,cash,306.16
560,South,Sports,credit_card,280.52
561,East,Sports,debit_card,271.49
562,East,Grocery,debit_card,186.23
563,West,Sports,credit_card,403.38
564,West,Grocery,credit_card,191.65
565,West,Electronics,cash,433.4
566,South,Electronics,debit_card,281.12
567,West,Grocery,credit_card,106.13
568,South,Sports,cash,418.35
569,West,Grocery,debit_card,384.05
570,West,Sports,debit_card,92.43
571,East,Clothing,credit_card,362.95
572,West,Clothing,cash,495.26
573,North,Electronics,credit_card,473.14
574,North,Electronics,debit_card,77.37
575,South,Electronics,cash,84.0
576,South,Sports,debit_card,39.62
577,West,Sports,credit_card,13.24
578,West,Electronics,credit_card,269.41
579,East,Grocery,credit_card,256.09
580,West,Clothing,credit_card,459.84
581,South,Clothing,credit_card,313.69
582,East,Grocery,debit_card,399.52
583,North,Grocery,debit_card,234.91
584,South,Clothing,debit_card,345.18
585,North,Electronics,credit_card,208.59
586,West,Sports,credit_card,322.01
587,South,Electronics,debit_card,424.21
588,East,Electronics,cash,460.38
589,South,Clothing,cash,444.9
590,West,Grocery,credit_card,462.84
591,East,Electronics,credit_card,465.1
592,East,Electronics,credit_card,297.65
593,West,Electronics,debit_card,89.6
594,South,Sports,cash,449.3
595,East,Sports,cash,78.58
596,North,Grocery,credit_card,57.87
597,South,Electronics,debit_card,306.53
598,West,Grocery,credit_card,320.72
599,West,Sports,credit_card,184.35
600,West,Sports,credit_card,343.05
601,West,Electronics,cash,154.74
602,South,Electronics,credit_card,141.31
603,West,Clothing,cash,200.91
604,East,Electronics,credit_card,12.55
605,East,Sports,debit_card,383.06
606,North,Clothing,credit_card,101.82
607,West,Sports,credit_card,22.87
608,East,Electronics,cash,303.04
609,East,Sports,credit_card,153.01
610,West,Electronics,cash,451.56
611,South,Clothing,cash,196.56
612,South,Grocery,debit_card,141.52
613,South,Electronics,credit_card,222.99
614,West,Grocery,debit_card,393.51
615,East,Grocery,credit_card,363.24
616,West,Clothing,debit_card,62.42
617,East,Electronics,debit_card,172.79
618,West,Grocery,debit_card,174.02
619,South,Grocery,debit_card,305.57
620,South,Sports,debit_card,97.04
621,West,Grocery,debit_card,370.09
622,West,Clothing,debit_card,194.27
623,West,Grocery,credit_card,466.71
624,South,Clothing,cash,386.13
625,North,Sports,cash,112.73
626,East,Electronics,debit_card,339.76
627,South,Grocery,credit_card,133.81
628,South,Sports,debit_card,46.24
629,West,Sports,cash,258.24
630,West,Electronics,debit_card,353.8
631,North,Electronics,credit_card,332.22
632,East,Clothing,cash,310.21
633,West,Grocery,debit_card,61.91
634,North,Grocery,credit_card,260.23
635,South,Sports,debit_card,201.66
636,South,Grocery,credit_card,246.56
637,East,Sports,credit_card,66.87
638,South,Grocery,debit_card,178.1
639,South,Sports,debit_card,243.32
640,West,Sports,debit_card,42.92
641,North,Electronics,credit_card,426.1
642,North,Clothing,cash,129.52
643,South,Clothing,debit_card,284.33
644,West,Clothing,debit_card,318.58
645,South,Sports,debit_card,24.3
646,South,Sports,cash,220.48
647,North,Clothing,credit_card,146.39
648,North,Electronics,cash,101.61
649,East,Clothing,debit_card,65.84
650,West,Grocery,cash,200.43
651,West,Electronics,debit_card,182.47
652,West,Clothing,cash,355.93
653,East,Electronics,cash,75.63
654,North,Clothing,debit_card,67.3
655,East,Clothing,cash,200.35
656,South,Sports,debit_card,101.02
657,South,Clothing,debit_card,151.53
658,South,Grocery,debit_card,313.51
659,East,Electronics,debit_card,76.9
660,West,Sports,debit_card,345.5
661,West,Sports,debit_card,91.95
662,North,Clothing,debit_card,26.02
663,South,Grocery,credit_card,392.56
664,West,Electronics,cash,65.96
665,East,Electronics,cash,226.27
666,South,Sports,credit_card,370.63
667,South,Grocery,credit_card,230.37
668,East,Electronics,debit_card,433.99
669,North,Clothing,credit_card,407.24
670,East,Sports,credit_card,311.91
671,South,Clothing,credit_card,289.34
672,East,Clothing,debit_card,489.71
673,East,Grocery,cash,141.0
674,North,Clothing,debit_card,460.2
675,East,Clothing,cash,434.38
676,South,Clothing,cash,167.83
677,South,Sports,debit_card,79.66
678,East,Sports,debit_card,231.48
679,North,Sports,cash,377.4
680,East,Sports,debit_card,170.37
681,North,Electronics,cash,486.35
682,East,Electronics,cash,204.88
683,West,Clothing,debit_card,141.58
684,East,Grocery,cash,293.19
685,West,Grocery,cash,383.5
686,North,Electronics,cash,394.11
687,West,Electronics,credit_card,465.42
688,South,Sports,debit_card,10.33
689,West,Clothing,cash,455.61
690,East,Clothing,debit_card,55.74
691,East,Grocery,credit_card,192.2
692,South,Electronics,debit_card,316.55
693,South,Sports,cash,54.69
694,North,Electronics,credit_card,243.64
695,South,Clothing,cash,343.19
696,North,Electronics,cash,178.35
697,North,Sports,cash,74.77
698,North,Clothing,debit_card,53.77
699,North,Electronics,debit_card,190.11
700,East,Clothing,debit_card,389.0
701,South,Clothing,credit_card,269.95
702,North,Clothing,debit_card,182.08
703,South,Clothing,debit_card,311.88
704,West,Clothing,credit_card,449.33
705,South,Electronics,cash,367.7
706,East,Sports,debit_card,397.63
707,South,Grocery,cash,51.28
708,East,Electronics,cash,439.16
709,South,Clothing,cash,201.96
710,North,Clothing,debit_card,199.08
711,South,Sports,cash,301.03
712,North,Grocery,debit_card,74.67
713,West,Grocery,cash,344.64
714,West,Electronics,credit_card,297.81
715,North,Grocery,credit_card,29.52
716,North,Sports,cash,150.38
717,West,Sports,cash,207.12
718,South,Grocery,credit_card,161.85
719,South,Clothing,cash,170.11
720,North,Grocery,cash,224.37
721,South,Electronics,credit_card,52.24
722,West,Electronics,debit_card,310.03
723,North,Grocery,cash,373.43
724,South,Electronics,credit_card,356.87
725,North,Clothing,debit_card,476.98
726,East,Clothing,debit_card,72.2
727,East,Electronics,credit_card,174.16
728,West,Grocery,cash,41.3
729,North,Sports,debit_card,260.28
730,North,Sports,cash,91.77
731,South,Grocery,credit_card,448.19
732,North,Clothing,cash,259.32
733,North,Electronics,credit_card,32.53
734,East,Sports,credit_card,97.69
735,North,Sports,credit_card,167.68
736,West,Grocery,debit_card,414.74
737,East,Electronics,cash,339.93
738,North,Clothing,credit_card,404.13
739,North,Sports,credit_card,439.73
740,East,Grocery,debit_card,52.33
741,West,Electronics,debit_card,108.33
742,East,Clothing,debit_card,190.45
743,West,Clothing,cash,451.22
744,South,Clothing,credit_card,466.87
745,North,Clothing,cash,179.75
746,North,Grocery,credit_card,381.88
747,West,Grocery,credit_card,110.55
748,South,Sports,debit_card,480.98
749,South,Grocery,credit_card,31.51
750,South,Sports,cash,448.83
751,West,Electronics,cash,56.83
752,South,Sports,credit_card,300.03
753,North,Sports,cash,482.47
754,South,Grocery,debit_card,426.95
755,West,Grocery,debit_card,231.85
756,South,Electronics,credit_card,76.69
757,North,Clothing,credit_card,90.54
758,West,Grocery,debit_card,69.16
759,East,Clothing,debit_card,161.07
760,East,Electronics,credit_card,87.23
761,East,Electronics,credit_card,419.6
762,East,Clothing,credit_card,358.47
763,East,Sports,cash,33.99
764,East,Grocery,credit_card,25.23
765,West,Sports,cash,376.56
766,South,Electronics,debit_card,59.93
767,South,Electronics,credit_card,40.22
768,South,Clothing,credit_card,413.6
769,East,Electronics,cash,297.2
770,North,Electronics,credit_card,106.9
771,West,Clothing,credit_card,453.49
772,East,Electronics,credit_card,471.72
773,North,Clothing,cash,222.25
774,West,Sports,credit_card,197.54
775,West,Clothing,debit_card,115.21
776,South,Grocery,debit_card,228.55
777,South,Electronics,cash,313.4
778,South,Grocery,debit_card,211.88
779,West,Electronics,credit_card,147.09
780,South,Sports,credit_card,324.9
781,South,Electronics,debit_card,393.14
782,East,Sports,cash,392.9
783,East,Grocery,debit_card,142.51
784,North,Grocery,cash,117.32
785,East,Electronics,debit_card,269.42
786,South,Clothing,credit_card,131.45
787,South,Grocery,cash,409.98
788,North,Clothing,cash,424.79
789,West,Grocery,credit_card,96.29
790,East,Grocery,cash,23.82
791,East,Clothing,cash,474.7
792,West,Grocery,credit_card,250.31
793,North,Electronics,credit_card,304.81
794,North,Sports,credit_card,172.55
795,South,Clothing,debit_card,361.3
796,East,Electronics,credit_card,82.38
797,South,Electronics,cash,431.73
798,North,Grocery,cash,471.54
799,West,Electronics,debit_card,157.86
800,South,Clothing,cash,474.86
801,West,Grocery,credit_card,356.52
802,East,Clothing,cash,298.59
803,South,Sports,debit_card,369.66
804,East,Clothing,credit_card,367.13
805,West,Electronics,credit_card,305.17
806,South,Electronics,debit_card,78.92
807,North,Clothing,debit_card,491.37
808,South,Electronics,cash,338.31
809,East,Sports,credit_card,139.95
810,South,Electronics,debit_card,135.76
811,North,Electronics,credit_card,199.11
812,West,Clothing,debit_card,251.61
813,West,Grocery,cash,193.92
814,West,Clothing,credit_card,231.13
815,North,Grocery,credit_card,166.17
816,North,Electronics,debit_card,93.35
817,West,Clothing,cash,46.75
818,North,Grocery,cash,492.79
